3.086;3.119;0.960;-1.730;0.004;2.415
3.075;3.135;0.942;-1.726;0.001;2.421
3.115;3.087;0.964;-1.733;-0.015;2.407
3.110;3.095;0.960;-1.732;-0.018;2.410
3.087;3.124;0.943;-1.726;-0.009;2.418
3.071;3.133;0.933;-1.724;-0.005;2.422
3.063;3.136;0.928;-1.723;-0.003;2.424
3.079;3.122;0.952;-1.728;0.005;2.418
3.073;3.137;0.938;-1.725;0.002;2.422
3.063;3.137;0.930;-1.723;0.000;2.424
3.065;3.144;0.928;-1.722;-0.000;2.425
3.060;3.144;0.925;-1.722;-0.001;2.426
3.106;3.102;0.940;-1.726;-0.007;2.411
3.103;3.108;0.959;-1.730;0.003;2.411
3.091;3.102;0.966;-1.732;0.007;2.411
3.100;3.098;0.925;-1.722;-0.003;2.410
3.101;3.090;0.904;-1.717;-0.008;2.409
3.082;3.121;0.914;-1.719;-0.005;2.418
3.072;3.138;0.920;-1.720;-0.003;2.422
3.065;3.142;0.922;-1.721;-0.002;2.424
3.083;3.127;0.950;-1.727;0.005;2.418
3.073;3.141;0.937;-1.724;0.002;2.422
3.068;3.144;0.931;-1.723;0.000;2.424
3.090;3.115;0.907;-1.717;-0.007;2.416
3.127;3.086;0.941;-1.725;0.001;2.403
3.107;3.094;0.958;-1.730;0.007;2.407
3.107;3.094;0.958;-1.730;0.007;2.407
3.081;3.119;0.940;-1.725;0.003;2.417
3.096;3.105;0.912;-1.719;-0.005;2.412
3.079;3.126;0.918;-1.720;-0.003;2.419
3.083;3.116;0.947;-1.727;0.004;2.415
3.089;3.113;0.961;-1.731;0.008;2.413
3.086;3.107;0.967;-1.732;0.010;2.412
3.105;3.108;0.927;-1.722;-0.002;2.410
3.126;3.077;0.932;-1.724;-0.001;2.401
3.107;3.090;0.953;-1.729;0.006;2.406
3.056;3.144;0.958;-1.730;0.009;2.425
3.097;3.105;0.902;-1.716;-0.008;2.412
3.082;3.129;0.914;-1.719;-0.005;2.419
3.082;3.129;0.914;-1.719;-0.005;2.419
3.115;3.092;0.926;-1.722;-0.002;2.406
3.107;3.095;0.941;-1.726;-0.011;2.410
3.099;3.100;0.958;-1.730;0.001;2.410
3.084;3.127;0.942;-1.726;-0.000;2.418
3.078;3.118;0.967;-1.732;0.012;2.415
3.070;3.135;0.946;-1.727;0.006;2.421
3.090;3.112;0.915;-1.719;-0.004;2.414
3.072;3.142;0.923;-1.721;-0.002;2.423
3.072;3.142;0.923;-1.721;-0.002;2.423
3.066;3.145;0.923;-1.721;-0.001;2.425
3.074;3.121;0.948;-1.728;0.005;2.418
3.081;3.112;0.962;-1.731;0.009;2.414
3.083;3.105;0.968;-1.732;0.010;2.413
3.086;3.104;0.971;-1.733;0.011;2.412
3.067;3.121;0.946;-1.727;0.005;2.419
3.091;3.108;0.916;-1.720;-0.004;2.414
3.074;3.125;0.919;-1.720;-0.003;2.420
3.112;3.091;0.929;-1.723;-0.002;2.406
3.077;3.117;0.937;-1.725;0.002;2.417
3.099;3.090;0.983;-1.736;0.014;2.407
3.106;3.092;0.934;-1.724;-0.000;2.407
3.113;3.095;0.910;-1.718;-0.007;2.408
3.132;3.073;0.924;-1.721;-0.004;2.400
3.095;3.111;0.924;-1.721;-0.002;2.413
3.083;3.134;0.925;-1.721;-0.002;2.420
3.105;3.119;0.906;-1.717;-0.008;2.414
3.078;3.127;0.914;-1.719;-0.004;2.420
3.076;3.111;0.943;-1.727;0.004;2.416
3.082;3.107;0.959;-1.730;0.008;2.413
3.089;3.107;0.967;-1.732;0.010;2.412
3.099;3.099;0.925;-1.722;-0.002;2.410
3.127;3.070;0.956;-1.731;-0.017;2.402
3.092;3.108;0.940;-1.726;-0.009;2.414
3.120;3.082;0.939;-1.725;-0.005;2.403
3.115;3.087;0.911;-1.719;-0.009;2.406
3.115;3.087;0.911;-1.719;-0.009;2.406
3.090;3.112;0.947;-1.727;0.004;2.414
3.099;3.101;0.915;-1.719;-0.005;2.411
3.099;3.099;0.936;-1.725;-0.012;2.412
3.099;3.099;0.936;-1.725;-0.012;2.412
3.083;3.126;0.931;-1.723;-0.007;2.419
3.086;3.115;0.953;-1.729;0.003;2.415
3.070;3.120;0.984;-1.738;-0.014;2.422
3.077;3.111;0.979;-1.736;-0.001;2.416
3.065;3.127;0.950;-1.729;-0.001;2.421
3.063;3.137;0.937;-1.725;-0.001;2.424
3.104;3.091;0.937;-1.725;-0.001;2.408
3.084;3.121;0.932;-1.723;-0.001;2.417
3.088;3.113;0.954;-1.729;0.006;2.414
3.093;3.111;0.965;-1.731;0.009;2.413
3.094;3.110;0.970;-1.733;0.010;2.412
3.091;3.106;0.972;-1.733;0.011;2.411
3.079;3.129;0.949;-1.727;0.005;2.419
3.113;3.087;0.943;-1.726;0.002;2.406
3.099;3.093;0.958;-1.730;0.007;2.408
3.122;3.071;0.948;-1.727;0.003;2.400
3.087;3.108;0.935;-1.724;0.001;2.413
3.104;3.104;0.910;-1.718;-0.006;2.411
3.097;3.104;0.943;-1.726;0.003;2.411
3.097;3.104;0.943;-1.726;0.003;2.411
3.081;3.120;0.977;-1.734;0.013;2.416
3.087;3.110;0.976;-1.734;0.013;2.413
3.087;3.110;0.976;-1.734;0.013;2.413
3.094;3.113;0.977;-1.734;0.012;2.412
3.079;3.131;0.950;-1.728;0.006;2.419
3.083;3.113;0.962;-1.731;0.009;2.415
3.075;3.135;0.944;-1.726;0.004;2.421
3.095;3.115;0.914;-1.719;-0.005;2.414
3.079;3.133;0.920;-1.720;-0.003;2.420
3.071;3.142;0.923;-1.721;-0.002;2.423
3.094;3.119;0.904;-1.716;-0.008;2.416
3.077;3.133;0.914;-1.719;-0.004;2.421
3.070;3.140;0.920;-1.720;-0.003;2.424
3.118;3.094;0.950;-1.728;-0.000;2.406
3.118;3.093;0.917;-1.720;-0.007;2.407
3.118;3.093;0.917;-1.720;-0.007;2.407
3.093;3.126;0.914;-1.719;-0.006;2.417
3.109;3.114;0.900;-1.715;-0.010;2.413
3.090;3.135;0.914;-1.718;-0.005;2.419
3.126;3.098;0.927;-1.722;-0.003;2.406
3.135;3.073;0.932;-1.723;-0.002;2.399
3.101;3.115;0.929;-1.722;-0.001;2.413
3.078;3.119;0.972;-1.735;-0.016;2.420
3.072;3.135;0.948;-1.728;-0.009;2.423
3.068;3.142;0.936;-1.725;-0.005;2.425
3.069;3.148;0.931;-1.723;-0.003;2.426
3.079;3.126;0.953;-1.729;0.005;2.418
3.077;3.143;0.940;-1.725;0.002;2.422
3.105;3.128;0.914;-1.718;-0.006;2.415
3.114;3.115;0.900;-1.715;-0.010;2.412
3.137;3.089;0.921;-1.720;-0.005;2.402
3.131;3.097;0.904;-1.716;-0.009;2.405
3.094;3.120;0.914;-1.719;-0.005;2.416
3.083;3.129;0.912;-1.718;-0.005;2.419
3.083;3.129;0.912;-1.718;-0.005;2.419
3.091;3.117;0.942;-1.726;-0.003;2.415
3.086;3.118;0.992;-1.739;-0.011;2.418
3.079;3.138;0.959;-1.730;-0.006;2.422
3.072;3.143;0.942;-1.726;-0.004;2.424
3.036;3.168;0.951;-1.728;0.004;2.434
3.068;3.139;0.964;-1.731;0.008;2.423
3.087;3.102;1.008;-1.743;0.011;2.412
