2.534;2.543;1.050;-1.907;-0.002;2.300
2.523;2.547;1.082;-1.917;-0.004;2.304
2.527;2.540;1.071;-1.913;-0.003;2.302
2.523;2.562;1.051;-1.907;-0.002;2.307
2.538;2.535;1.093;-1.920;-0.009;2.299
2.537;2.536;1.076;-1.915;-0.006;2.299
2.524;2.544;1.095;-1.921;-0.006;2.304
2.545;2.534;1.058;-1.910;0.001;2.295
2.519;2.562;1.032;-1.902;0.004;2.307
2.507;2.578;1.019;-1.898;0.006;2.313
2.533;2.548;1.019;-1.899;0.007;2.300
2.538;2.555;1.004;-1.893;0.008;2.300
2.538;2.555;1.004;-1.893;0.008;2.300
2.544;2.549;1.039;-1.904;0.007;2.298
2.548;2.559;1.015;-1.896;0.008;2.299
2.534;2.555;1.071;-1.914;0.006;2.301
2.537;2.550;1.046;-1.906;0.002;2.301
2.535;2.530;1.095;-1.921;-0.003;2.298
2.528;2.556;1.062;-1.911;-0.002;2.305
2.510;2.573;1.034;-1.902;0.003;2.312
2.525;2.578;1.004;-1.893;0.005;2.309
2.536;2.551;1.047;-1.906;-0.001;2.302
2.531;2.558;1.009;-1.895;0.003;2.304
2.531;2.558;1.009;-1.895;0.003;2.304
2.549;2.541;1.015;-1.897;0.005;2.296
2.545;2.541;1.038;-1.903;0.001;2.297
2.530;2.559;1.034;-1.902;-0.000;2.305
2.567;2.548;1.006;-1.894;0.008;2.293
2.551;2.544;1.034;-1.902;0.002;2.297
2.523;2.568;1.060;-1.910;-0.001;2.309
2.519;2.574;1.045;-1.905;-0.001;2.311
2.524;2.553;1.052;-1.907;-0.002;2.305
2.577;2.530;1.007;-1.892;-0.009;2.289
2.572;2.527;1.014;-1.895;-0.001;2.288
2.591;2.509;1.030;-1.900;-0.002;2.280
2.584;2.536;1.014;-1.894;-0.004;2.288
2.560;2.537;1.037;-1.902;-0.004;2.294
2.539;2.559;1.034;-1.901;-0.002;2.303
2.526;2.557;1.076;-1.914;-0.004;2.306
2.544;2.571;0.981;-1.885;0.001;2.304
2.541;2.575;0.977;-1.884;0.004;2.305
2.526;2.563;1.047;-1.906;-0.001;2.307
2.545;2.542;1.034;-1.902;0.003;2.297
2.554;2.553;1.022;-1.899;0.010;2.296
2.545;2.545;1.041;-1.905;0.003;2.297
2.533;2.564;1.036;-1.902;0.001;2.305
